gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AGER,0.508811428,1.108317029,1.13337736,0.977888803,0.328129324,0.999673974
PBX2,3.637232558,0.295946469,0.481241616,0.614964416,0.53857822,0.999673974
GPSM3,49.71505098,-0.319599556,0.131630285,-2.428009298,0.015181954,0.748054994
HLA-DRA,19.03325135,-0.130166185,0.495737916,-0.262570566,0.792881589,0.999673974
HLA-DRB5,24.07062323,0.276488194,0.387117669,0.714222614,0.475089535,0.999673974
HLA-DRB1,36.45271638,0.310359068,0.349322139,0.888460918,0.374292869,0.999673974
HLA-DQA1,7.587572524,-0.209551837,0.655401398,-0.319730531,0.749172613,0.999673974
HLA-DQB1,7.620287357,-0.823869242,0.344555043,-2.391110678,0.016797488,0.759659294
HLA-DQA2,2.183945709,-0.547205131,1.024318575,-0.534213812,0.593193614,0.999673974
TAP2,18.2178084,0.176810076,0.248600476,0.711221794,0.476946806,0.999673974
PSMB8,41.33160004,0.029559136,0.210838506,0.140197996,0.888503555,0.999673974
PSMB8-AS1,13.54965186,-0.059741955,0.237192234,-0.251871464,0.801140417,0.999673974
PSMB9,63.35573179,0.063701968,0.23404108,0.272182847,0.78548143,0.999673974
TAP1,25.52181046,0.34934232,0.272154681,1.283616795,0.19927607,0.999673974
HLA-DMB,0.978011887,-0.906380653,0.983035281,-0.922022505,0.356516837,0.999673974
HLA-DMA,6.094995446,-0.270109756,0.411709441,-0.65606889,0.5117798,0.999673974
BRD2,14.71189689,0.065280092,0.234811638,0.27801046,0.781004329,0.999673974
HLA-DPA1,46.80822659,0.080388223,0.226042695,0.355632917,0.722115489,0.999673974
HLA-DPB1,51.60471191,0.017674817,0.183402025,0.096371985,0.923225141,0.999673974
RXRB,1.974217461,0.226121633,0.574563069,0.393554068,0.693910299,0.999673974
SLC39A7,3.060748519,0.928027329,0.559014906,1.660111955,0.096891932,0.999673974
HSD17B8,3.166476659,-0.463387516,0.560701933,-0.826441802,0.408553519,0.999673974
RING1,5.178428256,0.122399998,0.376017267,0.32551696,0.744789848,0.999673974
HCG25,0.159942315,-0.066526645,2.057761232,-0.032329623,0.974209186,0.999673974
VPS52,2.066435825,-0.816325174,0.639924409,-1.275658753,0.202076175,0.999673974
RPS18,807.2372259,-0.265258001,0.147992186,-1.792378418,0.073072369,0.999673974
B3GALT4,3.455032597,0.10227546,0.48083607,0.212703386,0.831558326,0.999673974
WDR46,3.781045872,0.002370002,0.483021602,0.004906618,0.996085101,0.999673974
PFDN6,5.421673414,0.212273582,0.367684672,0.577325077,0.563719876,0.999673974
RGL2,2.472051421,-0.142435611,0.551034862,-0.258487477,0.796030713,0.999673974
TAPBP,27.66711015,-0.066833477,0.196105343,-0.340803956,0.733251172,0.999673974
ZBTB22,1.223603044,-0.114627215,0.707472905,-0.16202347,0.871287371,0.999673974
DAXX,10.28813298,0.055993266,0.282136424,0.198461671,0.842683871,0.999673974
PHF1,7.30263162,-0.196632523,0.347923572,-0.565160105,0.571964869,0.999673974
CUTA,29.6912467,-0.190040334,0.197330087,-0.963058076,0.335518379,0.999673974
SYNGAP1,1.035728342,-0.973675927,0.786104064,-1.238609455,0.215490165,0.999673974
ZBTB9,0.681549184,-1.630581072,1.258829579,-1.295315188,0.195211522,0.999673974
BAK1,2.70512977,-0.048321762,0.539018309,-0.089647718,0.928567163,0.999673974
ITPR3,2.498755129,0.285717961,0.567063512,0.503855308,0.614363059,0.999673974
UQCC2,5.678766877,0.217986396,0.378714804,0.575595129,0.564888874,0.999673974
LEMD2,2.882657825,-0.376263644,0.503459393,-0.747356488,0.454848403,0.999673974
HMGA1,6.709546573,-0.664253948,0.370194744,-1.794336521,0.072759472,0.999673974
SMIM29,7.705766144,0.247556221,0.3636262,0.680798635,0.495998914,0.999673974
AL354740.1,0.220131388,0.17245288,1.651802192,0.104402864,0.91684965,0.999673974
NUDT3,5.692062372,-0.118640464,0.363205292,-0.3266485,0.743933756,0.999673974
RPS10-NUDT3,7.699236662,-0.465958122,0.373869051,-1.246313702,0.212649249,0.999673974
RPS10,5.825688147,-0.251449179,0.471297427,-0.533525466,0.593669888,0.999673974
ILRUN,3.504303901,-0.745806436,0.483068418,-1.543894007,0.122614012,0.999673974
AL451165.2,1.515632233,-0.835507659,0.681355495,-1.226243371,0.220107105,0.999673974
SNRPC,11.88130658,0.192734028,0.256221741,0.752215747,0.451921325,0.999673974
UHRF1BP1,1.020600846,0.056876512,0.870273579,0.06535475,0.947891551,0.999673974
TAF11,5.290389745,-0.420433474,0.372043564,-1.130065172,0.258448764,0.999673974
ANKS1A,0.635893712,0.204752352,0.986273993,0.207601897,0.835539823,0.999673974
ZNF76,2.846036435,1.086563704,0.547495683,1.984606887,0.047188226,0.999673974
DEF6,16.58385575,-0.038100307,0.231172365,-0.164813416,0.869090844,0.999673974
PPARD,0.729489157,-0.775816479,1.057607491,-0.733558041,0.463218142,0.999673974
FANCE,0.396872783,0.210617074,1.180402989,0.17842811,0.858386775,0.999673974
RPL10A,224.2402097,-0.328773958,0.157954652,-2.081445236,0.037393172,0.999673974
FKBP5,5.832700016,-0.216725845,0.461070345,-0.470049413,0.638319715,0.999673974
LHFPL5,0.439584406,0.295519781,1.181115264,0.250204014,0.802429581,0.999673974
SRPK1,7.417823828,-0.619488007,0.325731266,-1.901837716,0.057192374,0.999673974
MAPK14,3.83097259,0.129154619,0.402913416,0.320551795,0.748550073,0.999673974
MAPK13,3.253232441,0.686793565,0.476383163,1.441683119,0.149391788,0.999673974
BRPF3,1.818907843,-0.709265344,0.633183761,-1.120157192,0.262646782,0.999673974
ETV7,0.725288502,0.376270633,1.12341029,0.334936075,0.737673308,0.999673974
KCTD20,3.378482427,-0.483935355,0.445427162,-1.086452279,0.277278943,0.999673974
STK38,16.48210781,0.311508012,0.222278872,1.401428794,0.161085887,0.999673974
SRSF3,27.77190886,0.029266238,0.186913216,0.15657661,0.875578538,0.999673974
PPIL1,1.157125877,-0.677829451,0.77128828,-0.87882763,0.379494743,0.999673974
C6orf89,5.767922804,0.658736272,0.41541394,1.585734635,0.112799519,0.999673974
PI16,0.342397342,-1.687554006,1.958634315,-0.861597284,0.388909166,0.999673974
MTCH1,8.857848869,0.349502635,0.280202123,1.247323296,0.212278979,0.999673974
PIM1,14.94010087,0.063881386,0.273355714,0.233693252,0.815223127,0.999673974
TBC1D22B,1.021341159,-0.350131648,0.768474418,-0.455619133,0.648663882,0.999673974
RNF8,3.402795923,-0.102324125,0.475884565,-0.215018793,0.829752666,0.999673974
CMTR1,2.030402046,-0.034198935,0.627355452,-0.054512852,0.956526569,0.999673974
CCDC167,7.80108436,-0.078796384,0.336549299,-0.234130287,0.814883834,0.999673974
MDGA1,0.597156655,0.109625767,1.157917689,0.094674922,0.924573038,0.999673974
ZFAND3,5.917953655,0.154378584,0.34073574,0.453074232,0.65049529,0.999673974
BTBD9,3.022285375,-0.348114442,0.477715738,-0.728706246,0.466181371,0.999673974
GLO1,5.793726653,-0.205309678,0.449231014,-0.45702472,0.647653278,0.999673974
SAYSD1,1.614896958,-0.07954358,0.671646385,-0.118430742,0.905726369,0.999673974
LRFN2,0.285603072,0.300768525,1.905961495,0.157804093,0.874611173,0.999673974
OARD1,3.526151122,-0.338586237,0.46960989,-0.72099469,0.470912782,0.999673974
NFYA,1.174065564,-0.327478041,0.709369691,-0.461646508,0.644334837,0.999673974
FOXP4,0.783894333,-0.312152604,0.876282244,-0.356223815,0.721672959,0.999673974
TFEB,2.520797465,1.100598342,0.554891274,1.983448637,0.047317339,0.999673974
FRS3,0.289437988,-0.807065873,1.383434913,-0.583378275,0.55963868,0.999673974
PRICKLE4,0.262926152,-0.12628971,1.590845953,-0.079385254,0.936726197,0.999673974
TOMM6,30.94029764,-0.09060463,0.190667274,-0.475197594,0.634646142,0.999673974
MED20,0.549441152,-0.350825458,1.104714381,-0.317571188,0.750810232,0.999673974
BYSL,1.028348712,0.112355024,0.932468615,0.120492017,0.904093403,0.999673974
CCND3,40.63920281,0.099879966,0.171248391,0.583246158,0.559727602,0.999673974
TAF8,2.693509678,-0.648997791,0.52349426,-1.239741944,0.215070858,0.999673974
MRPS10,4.76916512,-0.109141876,0.369688044,-0.295226956,0.767820511,0.999673974
TRERF1,4.019222256,0.136877991,0.415171941,0.32968989,0.741634294,0.999673974
UBR2,7.220061716,-0.196177307,0.355136662,-0.552399479,0.580674688,0.999673974
TBCC,7.790621655,-0.317853468,0.314396342,-1.010996079,0.312018307,0.999673974
BICRAL,2.599041769,-0.100450033,0.543011519,-0.184986928,0.853239289,0.999673974
RPL7L1,5.056133291,-0.064411015,0.354314339,-0.181790595,0.855747065,0.999673974
C6orf226,3.742322029,-0.146773349,0.468144899,-0.313521198,0.753884719,0.999673974
AL035587.2,0.267313876,0.313515317,1.539136869,0.203695541,0.838591427,0.999673974
CNPY3,11.80061129,-0.061918802,0.267105762,-0.231813802,0.816682637,0.999673974
PEX6,3.470720598,-0.608531989,0.483375056,-1.258923026,0.208058136,0.999673974
PPP2R5D,2.605898573,-0.387741671,0.513205728,-0.755528729,0.449931801,0.999673974
MEA1,10.89208252,0.21745467,0.265082838,0.82032723,0.412029587,0.999673974
KLHDC3,7.108009335,0.10132329,0.307067166,0.3299711,0.741421799,0.999673974
RRP36,7.733078064,-0.050686452,0.329741761,-0.153715597,0.877833986,0.999673974
CUL7,0.652877763,-0.166779584,1.109793339,-0.150279857,0.880543824,0.999673974
KLC4,0.634663077,-0.708950151,0.930965497,-0.761521403,0.4463457,0.999673974
MRPL2,4.345470055,-0.040056015,0.437603963,-0.091534854,0.927067613,0.999673974
SRF,2.018392526,0.856183981,0.567286087,1.509263139,0.131231551,0.999673974
CUL9,0.788014571,-0.394800201,0.920354385,-0.428965415,0.667948394,0.999673974
DNPH1,3.380330207,-0.3748198,0.477422905,-0.785089688,0.432400985,0.999673974
ZNF318,2.637507171,0.440439468,0.563244986,0.781967845,0.434233471,0.999673974
ABCC10,1.934556391,-0.317395596,0.610245493,-0.520111331,0.602985981,0.999673974
TJAP1,1.84428736,-0.268817282,0.626275171,-0.4292319,0.66775447,0.999673974
POLR1C,1.426024672,-0.240711122,0.732284722,-0.328712473,0.742373025,0.999673974
YIPF3,8.479444733,0.366354049,0.311083627,1.177670623,0.238927943,0.999673974
XPO5,1.701866288,-0.958182128,0.700134575,-1.368568504,0.171134195,0.999673974
POLH,1.016874594,-0.189929872,0.794632863,-0.239015879,0.81109327,0.999673974
GTPBP2,0.716060235,-1.040537403,0.894260894,-1.163572521,0.244597293,0.999673974
MAD2L1BP,1.631958766,-0.563020038,0.683836076,-0.823326025,0.410322618,0.999673974
MRPS18A,3.890725343,0.006144465,0.422495449,0.014543268,0.98839656,0.999673974
MRPL14,8.200158652,-0.0655414,0.319869533,-0.204900416,0.83764993,0.999673974
TMEM63B,1.009195934,0.65882507,0.83081314,0.792988265,0.42778466,0.999673974
SLC29A1,0.22586862,1.489399878,1.894161645,0.786310863,0.43168539,0.999673974
HSP90AB1,61.8259528,-0.149585225,0.170078804,-0.87950539,0.379127312,0.999673974
SLC35B2,4.891932551,0.316161472,0.40839283,0.774160193,0.438836066,0.999673974
NFKBIE,0.71767775,-0.847000362,0.978095925,-0.865968603,0.38650738,0.999673974
AARS2,0.697188604,-0.429229788,0.985268355,-0.435647594,0.663092434,0.999673974
CDC5L,6.073158551,0.221883206,0.336892233,0.658617755,0.510141258,0.999673974
SUPT3H,4.234331922,-0.374313402,0.51119957,-0.73222558,0.464030894,0.999673974
RUNX2,1.133832214,0.6569229,1.148648261,0.571909541,0.56738326,0.999673974
AL035701.1,2.534843854,0.681425911,0.622479961,1.094695338,0.273650132,0.999673974
ENPP4,3.48215671,0.799774868,0.472312746,1.693316291,0.090395279,0.999673974
ENPP5,1.444943964,0.740206511,0.733984157,1.008477504,0.313225282,0.999673974
RCAN2,0.739485881,2.302659918,1.491312613,1.544049113,0.122576435,0.999673974
CD2AP,4.176596066,-0.175848389,0.449044092,-0.391606063,0.695349307,0.999673974
MMUT,1.787805572,-0.458815394,0.73909901,-0.620776631,0.534746601,0.999673974
CENPQ,0.520603908,-0.882323539,1.111614177,-0.793731816,0.427351574,0.999673974
MCM3,4.350899506,0.411772071,0.381907307,1.078198986,0.280944965,0.999673974
PAQR8,0.418216198,-1.147547,1.061203286,-1.081363972,0.279535241,0.999673974
EFHC1,0.771937317,-0.314050154,1.05786368,-0.296872045,0.766564199,0.999673974
TRAM2,1.135090136,1.628474575,0.973577839,1.672670134,0.094392252,0.999673974
TMEM14A,2.963898279,0.232566787,0.492958571,0.47177755,0.637085577,0.999673974
ICK,2.104130255,0.426222043,0.586101433,0.727215493,0.467093957,0.999673974
FBXO9,7.999759524,0.167619289,0.304703356,0.550106472,0.582246348,0.999673974
ELOVL5,6.680489627,-0.262843912,0.322779164,-0.814314991,0.415464524,0.999673974
GCLC,2.127652144,-0.084057484,0.66662266,-0.126094549,0.899657082,0.999673974
KIAA1586,1.771595683,-0.309743156,0.739094316,-0.41908475,0.675154196,0.999673974
ZNF451,4.8425941,-0.203300864,0.376855752,-0.539465998,0.589565352,0.999673974
BAG2,1.691534026,-0.299429881,0.740989813,-0.404094463,0.686143256,0.999673974
PRIM2,2.073573556,0.012081147,0.57325275,0.021074731,0.983186043,0.999673974
AL135905.2,3.24653322,-0.329693901,0.503996071,-0.654159665,0.513008945,0.999673974
PHF3,14.46824552,0.016470902,0.247960977,0.066425378,0.947039166,0.999673974
LMBRD1,9.748511818,0.017314905,0.282099766,0.061378657,0.95105765,0.999673974
FAM135A,0.992705169,-0.133534008,1.054735319,-0.126604282,0.899253608,0.999673974
SDHAF4,1.31049572,-0.334045481,0.796736191,-0.419267362,0.675020747,0.999673974
SMAP1,9.503550909,0.134825869,0.320785531,0.420299096,0.67426697,0.999673974
OGFRL1,3.762864409,-0.027079243,0.46006941,-0.058859038,0.953064385,0.999673974
KHDC1,0.561551821,-0.701788172,1.016245484,-0.690569536,0.489836097,0.999673974
AC019205.1,0.538779651,-0.849266435,1.033463742,-0.821767034,0.411209499,0.999673974
DDX43,0.740365297,-1.424110038,1.152675365,-1.235482322,0.216651052,0.999673974
CGAS,2.123430777,-0.298097506,0.598198232,-0.498325622,0.618254552,0.999673974
MTO1,3.369413671,-0.088441548,0.463667253,-0.190743572,0.8487265,0.999673974
EEF1A1,1290.764863,-0.348442796,0.126096102,-2.763311388,0.005721815,0.434375406
SLC17A5,2.592880727,0.55002663,0.531883272,1.034111541,0.301084021,0.999673974
COX7A2,40.61470367,-0.288648151,0.167893939,-1.719229135,0.085572658,0.999673974
TMEM30A,7.119284863,0.389408813,0.344912756,1.129006701,0.258895007,0.999673974
SENP6,10.95220187,-0.020655489,0.259688204,-0.079539574,0.936603456,0.999673974
MYO6,2.273065792,0.008544011,0.621659703,0.013743872,0.989034322,0.999673974
IRAK1BP1,0.311586109,-0.555002886,1.554451139,-0.357041062,0.721061066,0.999673974
PHIP,9.67334649,-0.226788526,0.291577573,-0.777798252,0.436687959,0.999673974
HMGN3,22.7170369,0.018483096,0.221614619,0.083401971,0.933531922,0.999673974
BCKDHB,2.269306191,-0.268935039,0.595458908,-0.451643321,0.651525956,0.999673974
TENT5A,1.44126763,-0.177748725,0.731169137,-0.243102062,0.807926334,0.999673974
IBTK,4.865234266,0.284946804,0.375117712,0.759619702,0.447481939,0.999673974
UBE3D,0.960916537,-0.815871267,0.860091439,-0.948586661,0.342830878,0.999673974
DOP1A,1.729856675,-1.213199617,0.681791211,-1.779429827,0.07516932,0.999673974
PGM3,0.949317549,-1.629976186,0.879417875,-1.853471749,0.063814772,0.999673974
RWDD2A,0.663901702,-1.813052668,1.057077958,-1.715155117,0.086316791,0.999673974
CYB5R4,5.584564977,0.399143664,0.371689926,1.073861938,0.282884564,0.999673974
CEP162,0.848026202,-1.057194463,0.903626691,-1.169946034,0.242022687,0.999673974
NT5E,0.859492524,-1.594012917,1.070894863,-1.488486846,0.136622548,0.999673974
SNX14,4.16738808,0.384299226,0.424807118,0.904644037,0.365653997,0.999673974
SYNCRIP,8.076005519,-0.170363299,0.346431604,-0.491766042,0.622884745,0.999673974
SNHG5,17.42505315,-0.293255103,0.379051776,-0.773654476,0.439135148,0.999673974
ZNF292,12.29285486,0.334887115,0.252648901,1.325503945,0.185004062,0.999673974
SMIM8,1.624274146,0.537968407,0.655120601,0.821174615,0.411546814,0.999673974
SLC35A1,2.647640693,-0.342773591,0.546670965,-0.627019931,0.530646171,0.999673974
RARS2,2.226234913,0.141472855,0.539143573,0.262402933,0.793010811,0.999673974
ORC3,2.169724435,-0.233651331,0.572814917,-0.407900221,0.683346931,0.999673974
AKIRIN2,7.037168422,-0.052049589,0.387410241,-0.134352641,0.893123729,0.999673974
RNGTT,3.633357134,0.031553528,0.447873252,0.070451914,0.943833973,0.999673974
PNRC1,109.32963,-0.122733032,0.150529838,-0.815340223,0.414877591,0.999673974
PM20D2,0.504260084,-0.398983735,1.059758226,-0.376485622,0.706555903,0.999673974
UBE2J1,6.214989853,-0.025512183,0.376795964,-0.067708216,0.946017909,0.999673974
RRAGD,0.470133898,-0.652154191,1.343729555,-0.485331434,0.627441261,0.999673974
LYRM2,5.67086246,-0.633088057,0.380278356,-1.664801707,0.095952323,0.999673974
MDN1,2.607192429,-0.433123405,0.522257171,-0.829329741,0.406917846,0.999673974
CASP8AP2,5.594233124,0.202019462,0.393456458,0.513448079,0.607637921,0.999673974
BACH2,0.732751203,-0.760203844,1.092834687,-0.695625654,0.486663296,0.999673974
MAP3K7,3.942757489,-0.645301827,0.509765928,-1.265878693,0.205556516,0.999673974
MANEA-DT,1.017557688,0.374785072,0.885148186,0.423415059,0.67199246,0.999673974
MANEA,0.719316719,0.724997225,0.95976969,0.755386664,0.450017012,0.999673974
UFL1,7.266072411,0.124371349,0.326008863,0.381496835,0.702834619,0.999673974
NDUFAF4,4.144845894,-0.389605366,0.500324053,-0.778706047,0.436152893,0.999673974
MMS22L,0.859868235,0.90830438,0.914770033,0.992931937,0.320743125,0.999673974
FBXL4,2.187609925,-0.900854771,0.617689653,-1.458426196,0.144723104,0.999673974
COQ3,0.482923193,-0.537036547,1.440166647,-0.372898892,0.709223697,0.999673974
PNISR,32.18181264,0.037381017,0.159233341,0.234756221,0.814397949,0.999673974
AL513550.1,0.378172848,0.76348889,1.277602309,0.597595108,0.550110129,0.999673974
USP45,1.519114562,-1.332517327,0.87905546,-1.51585126,0.129556967,0.999673974
TSTD3,0.824662858,0.702128089,0.880024573,0.797850549,0.424957223,0.999673974
CCNC,4.986411966,0.182431271,0.360461797,0.506104316,0.612783421,0.999673974
ASCC3,4.587680894,-0.38553952,0.408557112,-0.943661262,0.345342776,0.999673974
HACE1,0.604027009,-1.226995047,1.055922199,-1.162012739,0.24523029,0.999673974
PREP,4.128588239,0.38233118,0.435483842,0.87794573,0.379973171,0.999673974
PRDM1,11.44984176,0.430629325,0.310107412,1.388645704,0.164940512,0.999673974
ATG5,5.47044507,0.289424158,0.384903169,0.751940179,0.452087034,0.999673974
CRYBG1,5.408273596,-0.156432373,0.416113242,-0.375937022,0.706963716,0.999673974
RTN4IP1,0.275584848,0.336480046,1.560851899,0.215574614,0.829319345,0.999673974
QRSL1,1.526623527,0.293836006,0.679391265,0.432498946,0.665378818,0.999673974
MTRES1,2.460219814,-0.491771484,0.555934419,-0.884585423,0.376380271,0.999673974
PDSS2,1.310641532,-0.39662421,0.732805624,-0.541240674,0.588341705,0.999673974
SCML4,10.7784939,0.284736844,0.334325437,0.85167568,0.394394122,0.999673974
SEC63,5.309819422,-0.293747129,0.398976091,-0.736252462,0.46157707,0.999673974
OSTM1,4.87945097,0.326340451,0.402213882,0.811360485,0.417158684,0.999673974
SNX3,20.86235392,-0.133271063,0.19156755,-0.695687046,0.48662484,0.999673974
AFG1L,0.551215736,0.315750237,1.033987252,0.305371499,0.760083226,0.999673974
FOXO3,3.715713996,0.247723683,0.444683081,0.557079173,0.577473337,0.999673974
ARMC2,1.36512798,-1.256649712,0.710647062,-1.768317608,0.077007822,0.999673974
SESN1,2.801031942,-0.59104315,0.547674158,-1.079187581,0.280504115,0.999673974
CEP57L1,1.091606609,-0.029203089,0.954770833,-0.03058649,0.975599316,0.999673974
CD164,16.19372014,-0.183034384,0.225707169,-0.810937394,0.417401624,0.999673974
SMPD2,1.635914937,-0.810596383,0.70512469,-1.149578783,0.250317401,0.999673974
MICAL1,3.170785308,0.676895376,0.578186345,1.17072183,0.241710608,0.999673974
ZBTB24,2.402231488,0.179202911,0.567038851,0.316032863,0.751977565,0.999673974
